Temperature;Pressure;Theta;Velocity;Power
5.87;1020.02;217.27;7.43;337.02
2.91;1029.83;262.92;7.05;347.43
3.06;1035.25;310.18;4.45;8.53
2.62;1027.15;161.7;5.44;81.43
4.46;1022.01;219.6;15.95;2015.39
3.92;1008.14;261.87;12.52;1594.05
4.21;1029.52;320.31;5.2;80.53
6.04;1016.72;202.51;9.68;833.04
3.97;1032.33;343.48;3.96;8.03
4.2;1022.07;179.7;5.76;122.65
4.8;1034.08;214.81;3.97;8.05
2.63;1029.98;263.92;6.72;256.77
3.97;1005.08;199.57;14.59;1984.23
6.3;1026.15;288.42;5.67;102.65
3.87;1029.18;225.04;7.14;312.23
6.53;1021.9;247.78;6.12;163.81
4.89;1025.35;301.29;9.23;672.47
5.11;1009.47;251.56;12.61;1592.86
3.96;1023.13;220.84;5.93;3.73
4.48;1028.66;289.37;3.57;8.6
2.04;1023.84;127.66;8.35;463.4
-4.55;1032.37;347.55;2.24;7.76
4.89;1012.51;330.28;3.15;3.81
4.53;1011.61;280.17;13.16;1403.55
2.64;1007.17;306.45;10.0;983.73
-3.29;1002.25;271.24;5.32;7.57
0.79;1004.83;351.35;6.8;332.55
2.34;1010.75;225.5;5.98;3.73
4.68;1028.03;285.75;5.95;149.87
6.57;990.43;251.48;15.12;1995.2
3.88;1024.53;216.88;12.96;1700.52
3.92;1010.74;269.92;11.76;1417.33
6.11;1014.38;210.58;15.57;2009.31
4.52;1018.13;227.95;18.36;2022.97
4.49;1025.19;213.38;13.28;1760.37
4.53;1003.47;175.93;8.43;493.2
4.65;1023.63;248.69;7.47;358.4
0.95;1032.49;250.14;1.31;8.1
-0.5;1001.92;340.1;6.33;262.84
5.57;1014.33;251.72;13.44;1059.9
5.37;1009.19;252.3;12.41;1528.99
6.0;1018.53;204.25;9.3;694.85
4.91;1023.48;227.17;8.64;607.73
2.21;1008.37;313.22;6.0;7.21
1.84;1033.11;295.74;7.45;370.24
6.66;1028.92;163.44;2.64;6.94
3.75;1026.01;261.06;8.74;612.37
2.13;1028.68;177.02;2.0;8.04
5.11;1025.43;186.73;12.94;1628.58
3.86;1030.09;207.97;4.53;7.1
6.45;1027.69;218.91;5.4;87.06
5.3;1023.35;227.08;9.76;802.88
3.63;1027.73;235.9;9.0;642.39
4.95;1024.31;217.86;8.72;579.73
4.51;1025.17;212.32;6.93;281.29
4.66;1025.72;215.3;6.92;255.69
-1.41;996.7;327.72;19.22;2019.33
5.02;1014.38;278.48;15.9;2016.4
4.28;1028.67;233.3;6.4;199.97
2.65;1031.57;268.28;9.62;832.49
2.43;1010.75;222.56;5.4;3.68
2.34;981.49;268.3;12.61;1667.04
5.4;1030.13;200.77;4.62;6.97
5.6;992.73;227.83;16.23;1995.35
-3.48;998.41;116.35;5.15;7.53
4.28;1028.49;245.14;4.87;46.38
2.75;981.15;280.82;15.31;1900.55
1.54;1001.36;317.87;12.62;1548.16
2.42;1033.2;273.54;6.0;8.41
3.87;1025.85;268.05;8.77;598.8
4.69;1006.4;218.9;9.5;739.29
4.29;1027.71;206.65;6.78;270.02
3.4;1007.24;315.77;11.62;1275.94
5.03;1014.28;278.75;16.35;2018.76
2.62;1028.86;208.83;3.69;7.91
3.82;1021.43;180.73;6.18;3.81
5.3;1014.15;265.62;16.45;2014.98
5.79;1009.14;188.2;10.03;851.59
3.58;1035.14;315.1;4.35;8.37
-3.93;1000.4;156.1;0.42;7.84
4.17;1001.5;198.69;17.2;2018.2
2.16;1008.36;308.27;5.34;7.22
3.14;1027.98;217.93;6.41;173.25
4.85;1029.34;189.2;11.08;1183.66
2.62;1031.84;277.12;9.67;826.99
0.78;1001.18;278.06;16.51;1998.74
4.62;1024.0;231.78;9.66;791.65
3.24;1034.99;305.31;3.6;8.4
4.62;1023.91;234.46;9.92;879.67
2.64;1032.38;350.6;6.71;329.89
3.45;1027.19;276.77;7.03;314.73
3.2;1009.47;166.28;4.96;3.7
3.02;1029.82;257.45;5.25;81.46
1.95;1023.58;134.44;7.09;295.14
4.46;1026.61;225.06;6.35;221.2
5.13;1009.47;250.78;13.12;1729.32
1.66;1032.77;316.01;5.44;33.85
4.08;1002.49;198.8;16.01;2014.07
3.67;1026.24;264.65;8.47;532.04
3.67;1026.15;262.26;8.4;539.25
1.76;1029.74;283.1;4.26;7.5
2.63;980.89;274.0;18.37;2020.33
3.86;1025.94;264.79;9.5;770.12
4.84;1028.21;194.74;10.81;1082.02
2.5;1009.66;176.98;4.8;3.68
5.23;1028.52;154.49;8.31;462.28
5.02;1009.52;251.82;12.15;1456.96
4.67;1028.06;199.67;3.07;8.06
4.42;1027.75;221.5;4.89;35.36
7.27;1028.21;310.75;6.63;231.55
5.51;1010.59;212.03;14.48;1973.88
3.5;1030.08;268.95;5.91;8.35
4.83;1029.16;191.84;11.3;1167.67
-0.23;1000.39;345.02;7.74;448.65
-1.21;1001.81;283.42;10.71;969.17
3.93;1034.0;207.96;5.51;104.55
4.02;1030.89;119.31;5.03;7.25
6.48;992.22;250.91;15.36;2008.13
5.66;1019.11;215.6;10.71;965.38
-0.46;1032.61;316.12;5.38;102.26
3.59;1029.17;225.25;6.65;244.65
4.31;1027.4;282.15;5.76;8.44
3.28;1028.95;275.71;6.85;265.79
7.24;1027.96;173.87;11.0;1090.12
0.58;999.27;243.82;12.45;374.86
1.51;984.67;304.34;13.47;1846.71
2.64;1032.91;178.69;6.74;272.39
4.69;1025.47;225.24;6.45;217.18
1.72;1030.8;332.39;8.0;478.13
2.03;1010.2;294.99;20.13;2033.12
5.45;983.31;249.69;15.06;1963.52
3.48;1029.63;256.68;7.56;377.56
-0.17;1032.81;161.08;1.81;8.09
2.89;1029.89;272.86;5.55;99.89
7.4;1016.49;293.64;12.98;1548.15
2.45;1029.09;185.34;5.87;51.91
3.39;1027.82;159.52;9.46;710.73
5.25;998.24;255.05;20.02;2022.25
4.98;1015.7;248.55;13.52;1837.67
4.03;1026.45;121.29;2.52;8.03
4.91;1025.66;183.32;12.07;1373.44
5.23;1014.07;264.64;16.79;2019.36
5.74;1028.76;313.62;6.18;220.91
5.8;1021.81;297.29;11.45;1222.89
5.2;1027.6;292.63;7.37;349.66
4.04;1023.83;165.76;6.59;220.41
3.01;980.76;280.65;12.48;1590.51
5.6;1019.54;218.1;8.4;505.85
4.64;1000.9;206.4;9.29;670.79
1.95;1023.74;125.5;7.48;340.74
2.63;1027.68;160.54;8.56;511.64
7.29;1028.0;176.02;11.59;1221.03
4.17;1008.01;167.18;6.6;3.73
3.84;1026.52;286.44;6.21;162.95
4.12;1025.31;224.18;12.75;1639.44
4.96;1016.06;256.03;14.77;1996.29
4.01;1025.66;280.84;7.64;412.82
7.61;1017.49;193.99;16.77;2016.3
4.69;1023.19;234.7;7.43;363.42
4.96;1029.66;173.76;9.39;719.66
6.74;989.74;252.67;15.25;2010.48
6.46;1026.01;288.03;5.98;187.48
5.17;1010.45;262.66;8.99;683.5
5.09;1010.47;260.77;9.8;777.8
4.59;1019.79;205.94;9.9;839.29
4.01;1026.62;139.98;5.02;7.83
5.62;1015.54;206.0;10.45;975.49
0.71;982.58;300.04;10.37;966.26
6.84;1034.65;196.68;2.29;8.22
5.74;999.62;242.84;12.42;1468.12
5.56;1011.71;317.72;4.35;3.71
1.47;985.4;301.97;13.24;1673.55
2.03;1030.37;302.96;7.36;345.39
7.25;1028.1;168.35;9.45;716.21
2.37;1029.1;183.81;5.19;7.64
4.04;1016.16;230.77;17.66;2019.28
3.57;1008.94;151.1;4.61;3.78
5.06;1008.61;251.55;11.22;1140.99
1.9;995.97;306.59;5.44;63.5
2.44;1004.05;304.0;14.2;1951.01
4.32;1010.03;284.58;9.54;815.26
5.06;994.17;211.45;19.32;2022.97
5.53;1011.7;322.12;5.55;3.68
5.26;1011.7;316.46;4.06;3.73
6.24;1008.46;258.55;16.33;2015.18
2.1;1029.9;327.88;4.86;32.87
5.45;1028.28;284.74;7.42;300.45
3.47;1007.01;318.21;12.38;1551.57
6.04;988.16;255.88;13.46;1748.79
6.04;1008.45;249.11;18.14;2019.85
0.82;1016.16;138.32;6.09;3.65
2.02;991.61;322.27;14.84;1889.7
0.19;999.7;350.41;6.81;284.48
3.98;1023.17;213.73;14.06;1980.58
0.76;1032.07;307.91;5.72;133.39
5.9;998.6;258.11;15.46;2012.42
4.9;1024.89;230.31;7.55;397.3
1.0;1032.66;323.31;4.84;8.13
2.4;1033.44;291.08;4.51;8.6
4.27;1028.99;216.59;3.9;7.2
1.27;1031.19;335.22;8.11;443.07
5.41;1014.82;273.44;16.0;2012.51
5.74;999.09;264.63;16.65;2016.79
6.04;1014.22;212.57;15.18;2011.92
5.04;1025.35;260.32;5.22;6.53
7.31;1028.11;173.93;10.94;1064.46
1.25;1000.89;317.05;10.67;1232.6
3.99;1003.98;197.5;15.46;2010.52
4.45;1016.31;265.59;12.7;1564.88
6.97;1021.81;128.42;9.53;748.08
4.89;1029.08;311.45;7.19;403.02
2.72;1007.27;305.89;9.61;867.44
3.49;1026.52;271.44;7.77;419.85
5.99;1010.53;194.75;12.1;1421.96
4.65;1025.38;262.06;5.71;115.84
3.25;1029.07;281.08;5.44;90.76
4.79;1028.1;319.38;5.58;7.43
4.47;1028.61;321.98;5.78;120.69
4.34;1010.12;280.64;9.18;747.96
5.51;1026.38;252.35;2.34;7.25
4.35;1026.74;308.11;8.02;501.76
2.58;1031.45;269.3;10.14;943.5
2.71;1031.74;155.77;4.11;7.71
4.72;1019.94;208.48;9.93;846.3
0.88;1004.66;352.4;7.18;329.37
-3.91;1000.66;220.24;1.43;7.65
4.85;1023.65;231.7;9.42;780.78
3.75;1007.73;218.27;11.81;1342.83
7.28;1027.89;177.09;11.53;1223.69
3.83;1028.83;196.27;6.76;235.82
6.02;1029.94;199.85;6.2;173.05
5.97;1021.08;232.41;7.28;332.77
5.29;1023.85;232.56;11.69;990.2
5.48;1012.52;209.04;14.57;1982.77
2.75;998.05;278.54;13.41;1725.92
-1.26;997.9;324.61;13.44;1515.64
5.66;1016.9;261.24;12.62;1607.51
7.6;1022.48;120.53;10.33;834.5
0.82;1014.77;143.0;6.71;3.46
5.65;1022.34;295.77;9.95;845.83
2.8;980.73;259.68;17.34;2017.56
5.9;986.36;247.55;15.04;2004.41
4.23;1025.65;126.85;5.94;138.15
3.81;1028.18;161.6;10.43;928.32
4.65;1025.97;213.92;6.8;262.28
3.72;1029.55;274.37;6.52;8.28
2.44;1030.72;258.26;9.21;705.14
3.64;1027.77;281.16;7.4;349.78
3.89;1023.0;222.59;5.67;3.72
4.38;1027.96;207.55;5.45;7.22
2.48;1033.19;299.04;3.87;8.29
4.2;1028.99;234.68;7.16;324.68
5.9;1026.3;271.5;3.49;7.16
5.13;1030.35;192.3;6.84;6.37
1.3;984.04;291.4;17.22;2008.94
4.85;1029.69;189.97;9.98;850.91
4.36;1026.36;206.82;5.36;73.01
5.36;1009.97;222.62;12.88;1655.95
1.31;1028.11;140.37;5.14;35.06
4.27;1027.44;288.01;8.5;605.44
3.24;1027.67;160.74;9.21;672.97
4.53;1028.53;239.58;5.93;149.84
3.68;1028.98;249.8;6.73;270.15
1.52;982.68;291.93;11.08;1253.06
2.62;980.64;258.77;15.63;2007.36
7.59;1018.36;303.52;19.83;2023.54
4.56;1002.68;181.31;9.8;779.28
3.78;1009.77;229.28;10.13;903.34
5.14;1029.37;182.81;7.74;427.06
5.37;1009.21;251.29;12.58;1579.33
3.11;1027.49;202.73;6.74;227.98
2.88;1010.77;234.72;5.76;3.63
0.91;1005.16;348.79;6.27;160.62
4.19;1022.57;217.61;5.23;3.78
4.58;1023.77;254.69;7.48;370.15
5.35;1028.1;228.24;4.48;7.32
6.12;1029.89;181.15;9.37;709.33
4.97;1014.59;279.57;16.08;2016.39
4.69;1000.49;210.55;9.02;667.55
4.24;1026.46;220.17;1.79;7.34
3.43;1009.85;265.19;11.32;772.66
4.22;1027.9;294.73;6.15;148.52
5.16;1028.39;212.09;4.49;17.27
2.69;1011.07;261.36;6.34;3.67
4.4;1016.43;259.1;14.06;1983.21
4.54;1028.22;212.06;6.03;51.14
5.46;1016.41;273.42;12.91;1707.01
0.17;999.59;335.75;15.08;1892.66
-3.91;1000.86;256.7;1.59;7.27
3.3;1009.6;261.67;9.02;671.37
3.99;1032.23;349.22;4.58;7.87
4.39;1009.19;236.42;11.43;1294.43
4.24;1023.26;225.54;6.14;3.75
5.73;1011.48;198.75;12.09;1401.29
6.07;1023.65;303.41;12.78;1526.44
5.39;984.58;238.01;15.17;1996.47
2.04;1010.92;242.19;4.62;3.72
1.86;1023.68;129.95;7.91;388.01
4.47;1019.82;205.9;9.42;747.35
6.28;1009.23;193.5;12.95;1745.55
2.63;1028.92;263.01;4.99;6.78
4.04;1022.72;215.77;13.93;1940.43
6.67;1029.59;109.87;5.1;56.19
4.8;1018.63;227.05;18.37;2016.48
3.29;1003.99;304.88;15.27;1967.91
3.94;1032.22;331.9;3.66;8.1
4.36;1018.0;227.11;18.53;2021.0
3.99;1024.83;217.51;12.71;1637.4
2.86;980.5;295.89;16.41;2008.01
5.53;1016.9;265.42;12.32;1549.97
6.21;1008.53;262.25;16.73;2016.92
4.79;1020.89;223.58;16.35;2013.78
2.58;1034.94;301.16;2.94;8.59
5.91;1034.56;274.26;3.93;8.34
2.58;1034.82;304.6;3.28;8.65
4.11;1029.63;169.13;9.69;785.14
6.5;1024.03;283.16;6.66;187.31
3.73;1026.41;263.4;6.48;8.48
4.93;1010.28;239.03;18.33;2019.27
7.56;1018.6;301.84;19.26;614.24
4.74;1026.3;207.21;5.63;7.51
2.14;986.86;302.59;16.98;2006.38
3.12;1008.44;302.78;6.57;7.1
1.21;1032.58;312.32;4.02;8.4
5.25;1028.27;209.17;4.85;35.54
4.58;1034.07;212.68;4.21;8.05
4.45;1027.77;212.5;6.6;228.74
4.85;1020.77;222.71;16.5;2017.96
5.58;1016.09;206.11;10.39;981.64
4.75;995.51;205.43;19.3;2019.09
4.47;1016.47;259.76;14.45;1997.98
5.08;999.27;263.95;18.49;2022.14
3.61;1026.39;273.39;8.1;490.5
4.06;1026.12;128.0;5.85;8.66
6.41;1034.8;176.45;2.99;8.21
1.03;1013.34;281.62;12.85;1293.47
6.03;1018.31;180.61;10.6;1007.31
6.52;989.02;253.14;14.68;1989.19
2.76;1029.14;184.68;4.29;7.94
3.19;1030.18;310.87;8.89;659.78
6.6;989.34;251.0;14.63;1952.74
-0.58;1032.15;269.68;1.26;8.28
-0.51;998.3;328.99;14.05;1868.75
4.87;1006.21;239.32;7.71;5.99
3.3;1023.56;154.22;8.79;551.31
4.67;1023.35;237.43;10.47;1009.77
4.64;1023.56;251.61;7.3;332.4
4.37;1024.13;263.04;6.54;240.58
5.74;1027.22;295.67;6.73;233.39
4.79;1014.97;274.77;15.16;2006.4
5.66;1018.83;209.16;9.17;660.15
-2.34;1001.94;282.37;7.12;305.34
3.99;1026.62;141.57;4.68;7.79
5.03;1008.12;243.63;10.05;889.99
-3.6;999.88;171.39;1.3;7.89
3.68;1026.24;262.95;7.89;444.73
5.62;1029.34;180.27;8.26;498.03
4.36;1010.02;279.92;9.23;747.09
6.31;1029.44;179.55;7.83;395.44
6.25;992.87;243.09;16.62;2013.58
2.7;980.76;274.4;14.41;1965.37
6.29;1018.55;208.5;9.51;747.6
3.68;1029.9;213.11;3.46;7.17
4.14;1027.97;293.76;7.23;331.83
4.59;1023.6;239.99;7.57;384.6
3.0;1031.35;126.7;4.11;7.51
2.99;1031.57;175.8;8.75;578.91
4.74;1009.84;282.53;8.88;578.36
4.19;1025.87;144.61;6.99;265.39
3.23;982.06;280.13;14.12;1796.68
3.87;1027.89;291.12;7.74;385.58
5.17;1028.36;209.89;4.9;48.98
3.62;1029.61;273.34;6.18;8.32
2.26;1032.48;258.33;6.74;8.36
6.41;1029.66;192.51;8.61;544.31
4.72;1019.88;206.04;9.45;772.36
5.18;1030.39;194.8;6.63;63.96
3.56;1012.34;261.43;8.98;707.99
4.73;1009.66;239.72;9.72;823.87
5.22;1010.38;259.38;8.39;555.16
6.09;1022.25;304.51;14.76;1884.34
5.75;983.11;250.87;16.06;2016.21
4.62;1023.69;255.03;7.34;361.84
3.66;1029.11;255.11;5.28;87.23
4.0;1030.94;116.81;5.08;18.84
4.6;1019.8;205.87;9.34;725.32
3.98;1022.46;207.86;5.76;3.8
5.92;1026.38;266.21;2.64;7.17
-0.35;1003.3;306.32;4.35;7.86
6.21;1016.47;206.45;10.48;1008.05
3.55;1030.01;203.83;4.04;6.87
4.84;1010.51;237.16;18.55;2020.24
4.82;1030.15;122.28;5.67;60.4
3.24;1029.24;281.35;6.93;277.21
5.19;1011.78;331.47;3.14;3.71
-2.32;1002.15;286.65;8.26;471.16
4.68;1023.74;234.04;9.52;781.95
4.05;1027.36;237.65;6.77;275.9
4.03;1028.75;194.33;5.91;137.44
4.06;1035.47;327.87;4.25;7.96
3.04;981.45;269.34;13.25;1843.31
1.02;1000.88;319.17;12.3;1484.26
7.57;1022.33;123.87;10.53;900.39
5.68;1018.67;209.86;9.12;660.91
4.24;1013.5;231.1;17.36;2019.87
3.87;1026.66;273.74;6.71;8.4
4.83;1025.75;181.45;11.99;1431.83
5.46;1029.52;178.72;10.36;908.5
4.26;1028.61;205.79;4.42;7.21
5.6;1016.67;257.16;13.01;1684.11
2.87;1023.46;148.79;9.32;669.48
-1.92;1030.39;359.78;7.24;319.72
2.45;1011.15;262.15;5.61;3.71
5.07;1008.04;246.54;12.85;1622.08
4.4;1027.9;209.8;5.18;7.17
3.94;1021.55;186.19;5.94;3.87
6.51;992.11;250.41;15.2;2003.53
1.15;984.08;291.69;15.41;1925.99
2.9;1008.47;284.82;16.39;2009.46
3.47;1026.46;268.73;7.35;358.8
4.64;1034.03;206.62;4.36;8.0
5.4;1028.31;220.85;5.06;7.29
4.03;1021.76;196.13;6.47;3.83
6.44;1009.84;268.19;15.8;2011.18
2.57;1034.37;100.67;0.33;8.16
5.0;1028.0;202.02;4.06;7.93
2.69;1031.81;274.85;12.06;1471.55
1.49;1031.61;302.96;5.94;151.48
6.45;1026.45;296.56;7.32;400.98
4.2;1029.05;240.54;6.54;242.67
0.2;994.85;324.41;17.47;2017.64
3.93;1026.21;210.01;11.08;1149.8
3.88;1030.69;185.01;10.38;967.63
4.43;1009.45;233.94;10.25;965.46
4.32;1028.24;248.12;7.27;327.71
4.46;1005.56;205.06;9.31;692.37
2.33;1032.62;261.12;5.45;8.4
5.74;998.91;265.31;16.97;2015.4
3.84;1025.25;216.93;6.83;264.37
4.14;1025.88;135.48;6.17;154.83
4.52;1028.3;220.59;6.47;196.8
2.7;1031.74;171.21;8.01;436.48
4.19;1013.35;229.64;17.57;2020.75
5.17;1028.51;151.03;9.04;600.82
7.22;1016.3;196.59;17.39;2016.32
-0.18;999.84;333.52;12.53;1395.68
4.68;1000.79;209.53;9.71;773.92
5.07;1026.55;287.98;7.88;507.03
-5.07;1002.09;265.33;2.59;7.79
5.47;985.25;250.21;14.21;1937.4
7.3;1029.17;163.58;2.79;7.03
3.49;1026.88;187.32;6.92;314.09
4.38;1030.51;117.98;3.86;7.02
6.95;1027.98;316.06;6.69;174.67
1.42;1027.76;144.18;6.09;123.36
1.55;1027.75;145.28;5.82;112.69
4.39;1024.53;265.41;6.76;258.04
5.97;1016.49;201.29;10.01;884.35
4.27;1002.66;309.5;10.51;878.85
-2.14;1001.96;282.12;8.97;614.62
5.19;1029.34;184.85;8.38;524.28
4.23;1027.59;201.12;7.51;349.73
0.62;1032.43;318.24;3.26;8.52
4.75;1029.8;188.0;9.7;815.8
4.02;1004.55;198.67;15.2;1998.38
6.4;1010.38;273.53;16.08;2015.19
4.57;1015.62;278.91;15.67;2008.46
2.88;1028.74;227.6;2.11;7.75
4.46;1009.75;290.5;9.27;703.13
4.94;1028.26;150.49;10.16;864.06
4.04;1022.44;222.04;5.36;3.82
4.21;1026.42;235.0;1.69;7.31
6.59;1017.55;287.64;13.33;1845.64
3.73;1035.72;342.39;5.46;8.49
6.49;988.99;253.65;14.07;1930.89
2.3;1032.77;284.79;8.32;454.16
1.12;1031.69;305.19;5.23;86.69
2.99;1009.64;170.13;4.68;3.7
4.11;1029.15;305.43;4.64;6.68
3.97;1028.1;211.88;2.77;7.66
5.59;1028.29;314.32;8.62;572.52
4.53;1029.18;290.8;5.0;8.39
7.38;1028.76;176.92;10.61;977.53
4.35;1029.07;302.63;5.05;84.49
4.25;1002.19;316.27;13.4;1614.11
4.82;1025.39;234.5;6.57;238.31
3.78;1005.32;309.23;14.62;1906.18
6.24;1018.4;207.38;9.79;800.56
3.55;1026.89;214.14;9.45;743.59
-4.12;1001.1;268.28;1.78;7.65
3.69;1006.39;206.61;12.93;1643.29
4.12;1017.45;228.32;17.41;2018.61
4.45;1009.59;289.53;6.73;250.68
6.29;1012.36;210.1;12.67;1638.68
4.29;1022.44;218.78;6.23;3.79
5.86;1023.72;307.99;13.15;1835.7
4.57;1012.71;288.38;15.69;1998.36
5.41;1019.51;200.23;9.52;762.85
1.01;1032.56;248.03;1.59;8.11
5.21;1008.61;255.87;12.21;1191.33
6.32;1017.49;209.49;10.11;921.32
2.2;1009.76;197.82;5.48;3.69
2.83;1028.79;251.93;2.19;7.66
4.44;1026.36;206.66;8.63;590.94
3.36;1029.55;256.56;4.21;6.08
6.4;1023.93;281.66;6.87;259.68
4.92;999.34;221.64;8.83;598.51
1.52;1023.57;131.4;8.2;455.52
3.25;980.55;296.22;11.95;1589.57
4.85;999.86;220.62;8.83;571.87
4.33;1028.63;239.55;6.3;191.3
5.78;999.65;248.83;11.76;1301.99
2.75;1030.07;267.12;4.87;6.1
6.49;1011.45;281.98;14.21;1815.25
3.26;1035.13;307.65;3.11;8.6
2.85;1030.56;320.73;7.87;437.31
4.6;1026.13;225.89;7.08;315.05
1.26;1028.76;190.99;3.38;7.98
5.42;1016.38;264.25;12.8;1637.59
5.48;1034.14;249.4;2.47;7.75
3.77;1032.64;354.37;6.7;182.85
4.35;1025.55;209.71;12.24;1451.46
5.64;1016.85;264.41;12.3;1495.83
5.77;1034.35;270.59;4.35;8.23
0.59;1015.64;140.05;6.48;3.51
4.32;1026.36;209.11;8.57;569.47
0.0;1032.53;139.77;0.93;8.08
5.61;999.1;261.49;15.41;2012.65
2.29;981.64;277.57;12.52;1477.99
4.97;1029.98;124.66;5.36;35.11
4.12;1029.65;202.51;4.81;6.93
3.12;981.09;268.06;15.13;1907.77
4.35;1016.2;267.64;13.12;1774.09
6.18;1019.79;297.27;6.63;3.85
6.48;1017.86;288.53;13.27;1808.8
4.53;1028.36;151.69;10.12;853.58
3.22;1027.48;272.76;6.11;179.09
5.65;1028.52;316.45;8.05;413.43
6.25;1028.33;150.98;4.24;6.94
3.74;1027.49;237.44;10.68;1070.27
4.28;1028.79;190.05;4.61;13.43
3.84;1028.28;285.0;4.39;8.54
4.39;1005.14;196.83;8.68;572.92
4.85;1026.28;311.1;8.51;566.06
2.92;1011.32;268.82;12.74;1540.32
5.0;1009.54;248.24;12.15;1435.84
1.64;1001.12;314.98;12.43;1465.61
3.42;1029.85;234.41;4.49;12.36
3.57;1029.33;263.06;6.35;232.02
7.22;1027.5;184.82;6.69;210.47
4.36;1028.32;216.21;4.88;36.18
0.9;1032.08;343.08;6.13;171.92
2.34;1009.77;165.9;4.1;3.75
5.22;1024.04;232.28;10.76;1040.38
4.09;1029.09;234.09;7.33;328.96
1.56;993.4;321.21;14.99;1944.61
4.96;1010.33;267.05;9.4;795.35
5.83;999.81;246.6;11.64;1280.62
3.56;1026.85;270.57;7.83;437.51
4.45;1009.54;233.38;9.76;825.13
5.16;1007.94;232.9;11.09;1155.74
5.43;1016.2;272.68;13.37;1817.35
4.97;998.68;228.3;7.55;362.7
1.39;999.41;285.34;17.5;2007.16
2.58;1011.16;264.24;5.88;3.65
5.56;1028.7;189.93;8.87;616.51
7.33;1027.99;170.88;9.79;785.16
0.45;1004.16;336.31;4.54;34.82
1.16;1031.31;337.08;7.04;318.76
0.92;1032.2;343.56;6.25;178.98
3.82;1028.4;287.06;4.58;8.6
1.91;1032.96;300.93;5.06;89.87
4.45;1023.36;228.16;6.9;3.67
4.36;1013.04;233.11;18.11;2020.19
-4.46;1001.18;289.45;1.6;7.66
4.44;1027.6;240.46;5.13;68.15
4.18;1029.22;281.77;6.79;8.34
1.88;991.75;322.94;13.06;1495.65
-1.52;1001.86;282.41;11.5;1160.7
2.74;1003.95;314.39;11.69;1457.15
5.99;992.54;237.71;16.88;2018.1
5.08;1013.88;284.29;15.17;1965.16
-0.62;1032.73;339.84;5.51;7.84
5.01;1029.64;174.4;9.82;840.27
4.73;1023.64;230.15;9.22;719.75
6.55;988.99;250.05;14.65;1211.15
4.33;1034.03;214.58;5.31;36.1
4.35;1028.82;233.81;6.34;221.91
6.35;1018.46;208.52;9.67;782.06
3.09;1009.75;263.19;9.5;750.88
5.44;999.2;257.84;15.46;1996.83
2.75;1031.94;170.35;7.68;384.64
4.27;1013.51;231.28;17.61;2018.76
