Temperature;Pressure;Theta;Velocity;Power
4.32;1028.27;211.96;5.07;55.32
4.37;1029.51;166.18;10.33;861.47
3.87;1024.49;216.9;13.19;1760.45
6.24;1018.4;207.38;9.79;800.56
5.88;998.11;267.15;17.65;2021.19
2.93;1032.61;352.41;6.25;248.99
4.28;1030.09;188.76;4.44;6.92
3.23;1032.37;174.02;7.66;398.7
6.45;1017.01;204.86;10.9;1151.88
4.38;1004.67;192.87;8.65;579.23
5.47;1014.92;275.57;15.15;2005.96
6.06;1028.31;163.09;8.97;580.97
2.7;1031.74;171.21;8.01;436.48
2.51;1010.73;224.44;6.41;3.71
1.62;985.6;300.29;14.41;1871.8
4.47;1027.99;287.68;6.71;230.99
5.4;1028.45;230.76;4.95;7.16
1.79;1033.08;301.48;6.46;226.65
5.76;986.93;242.66;13.82;1798.75
4.39;1016.58;266.43;12.88;1708.74
4.57;1029.03;292.78;4.69;8.49
3.41;1025.62;293.19;6.29;197.4
4.12;1029.31;283.11;6.04;8.38
6.37;1009.15;264.93;16.21;2012.68
2.9;1029.02;266.94;4.57;10.84
3.7;1009.24;227.9;11.35;1235.48
6.47;1021.42;129.1;8.07;424.32
4.72;1019.88;206.04;9.45;772.36
1.92;1033.0;308.73;5.89;162.86
2.69;1031.81;274.85;12.06;1471.55
5.23;1011.72;320.65;4.09;3.67
2.42;1033.21;285.43;6.34;8.39
4.94;1015.06;298.63;4.1;4.2
4.92;1015.16;260.09;15.08;2002.17
2.54;1033.12;288.5;6.25;8.29
3.58;1007.96;269.92;6.62;3.35
2.65;1010.83;250.66;5.53;3.69
-0.42;1028.62;167.46;3.92;7.98
4.17;1022.6;218.45;5.29;3.75
3.14;1009.66;173.24;4.28;3.65
2.83;1029.25;295.04;7.33;305.31
0.91;1031.37;335.07;7.19;335.81
-3.48;1032.17;257.54;1.86;8.13
5.48;1034.14;249.4;2.47;7.75
0.68;1031.99;305.25;5.68;134.27
3.37;1011.58;260.28;8.49;580.8
6.31;1008.44;259.85;16.5;2016.94
3.22;1029.28;299.1;5.94;152.74
8.49;1029.41;142.6;2.42;7.78
4.64;1029.2;288.41;5.41;8.43
4.55;1028.62;186.14;4.21;7.06
2.0;1033.11;302.42;7.04;386.91
5.46;1010.37;268.6;8.63;596.87
5.04;1030.08;188.5;7.07;6.37
0.37;999.13;340.1;6.04;159.75
2.36;1032.62;292.75;7.88;445.59
5.17;1010.45;262.66;8.99;683.5
3.12;1029.11;275.15;7.99;500.83
5.09;1010.47;260.77;9.8;777.8
0.31;1032.8;102.66;0.32;8.08
4.17;1029.57;201.82;4.64;8.41
5.54;984.14;238.66;14.37;1949.4
6.07;1019.76;290.19;14.07;1902.46
3.19;1028.92;271.79;5.83;176.28
2.35;1011.05;256.06;3.75;3.69
4.0;1026.36;131.85;0.99;7.57
2.66;1010.33;270.52;5.39;3.67
2.44;980.65;268.41;12.07;1425.83
5.68;1016.95;264.35;12.7;1579.81
5.45;1016.42;263.46;12.79;1602.86
7.34;1027.98;311.84;5.49;104.23
4.47;1028.15;227.15;4.55;7.29
5.48;1025.71;264.48;4.12;6.79
-4.63;1032.31;333.7;1.07;8.13
6.1;1019.89;204.19;8.06;476.72
2.08;998.09;250.21;17.13;2015.26
0.79;998.97;258.17;20.06;2019.77
2.4;1033.44;291.08;4.51;8.6
4.86;1025.65;229.52;6.28;218.51
-3.84;1000.71;356.74;2.7;7.31
4.58;1023.61;241.87;9.32;747.29
2.9;1032.23;171.18;7.66;382.91
4.45;1013.71;274.49;3.1;4.05
6.4;1028.4;152.97;4.13;6.91
5.77;1034.35;270.59;4.35;8.23
2.49;1032.74;287.07;8.24;480.47
5.17;1011.58;316.92;5.8;3.56
5.68;1013.76;209.19;10.1;913.91
3.7;1008.46;262.88;6.49;3.43
2.43;1033.26;291.88;3.84;8.62
4.74;1009.58;310.44;6.39;3.62
2.59;1029.47;296.82;6.51;258.23
2.88;1011.91;249.9;7.51;410.13
2.58;1032.24;284.63;8.71;576.5
2.37;1010.12;202.58;4.81;3.72
2.17;1033.01;289.3;7.25;377.47
4.85;1026.28;311.1;8.51;566.06
5.4;1016.28;272.82;12.77;1693.03
6.09;1008.53;247.84;17.62;2020.66
5.3;1016.0;269.14;12.43;1553.88
3.79;1025.87;138.4;6.81;231.57
2.33;1024.33;125.77;7.98;398.04
4.48;1025.4;301.89;7.0;278.1
3.0;1031.35;126.7;4.11;7.51
4.01;1029.33;280.11;6.16;8.39
3.15;979.79;289.35;11.48;1282.89
3.19;1027.57;273.55;6.0;158.98
4.41;1007.36;165.2;6.78;3.74
3.38;1029.87;248.46;5.18;62.73
7.33;1028.15;232.28;5.8;140.53
3.5;981.81;276.21;17.68;2013.04
3.85;1032.3;352.76;4.77;7.88
4.89;1025.81;219.84;7.36;357.53
4.42;1028.31;219.51;6.42;194.27
5.32;1014.21;271.22;15.94;2014.08
7.34;1027.91;178.69;11.75;1283.74
3.55;1026.76;271.26;7.84;439.47
4.45;1028.82;322.13;5.46;106.12
5.22;1013.67;284.02;16.57;2008.08
5.44;1009.32;252.65;13.02;1708.98
7.62;1018.0;300.75;17.64;1010.39
1.75;1029.92;308.63;7.64;487.95
2.92;980.73;278.65;18.15;365.88
3.01;1031.24;178.84;8.5;545.97
3.94;1026.37;125.94;4.29;7.19
3.69;1028.82;252.58;7.96;462.72
5.12;1028.03;211.02;4.44;7.72
4.31;1026.17;215.66;8.36;539.01
7.24;1027.96;173.87;11.0;1090.12
3.78;1026.46;264.71;6.37;8.44
4.46;1027.53;235.86;4.98;50.6
6.56;1029.64;181.34;9.62;809.74
3.97;1032.33;343.48;3.96;8.03
3.74;1028.62;275.89;5.75;95.93
5.64;1013.94;206.59;9.66;798.56
-0.13;1000.12;348.75;6.98;333.73
4.15;1026.48;157.38;5.4;33.76
