Temperature;Pressure;Theta;Velocity;Power
3.52;1011.31;249.41;9.44;778.76
5.36;1015.39;243.51;12.36;1487.09
3.8;1028.93;246.56;6.78;257.13
6.79;1019.01;153.34;12.18;1317.43
5.04;1015.3;191.99;5.69;143.04
7.17;1019.92;306.77;19.16;2026.65
7.1;1034.54;258.04;4.56;8.24
7.25;1027.86;312.28;7.91;351.4
5.21;1008.61;255.87;12.21;1191.33
2.2;1009.76;197.82;5.48;3.69
3.79;1025.84;137.7;7.17;239.95
5.02;1009.52;251.82;12.15;1456.96
4.69;1010.17;267.76;9.27;735.07
3.33;1030.57;265.33;5.26;8.31
0.7;997.72;340.1;6.12;154.57
-4.38;1032.33;343.9;1.25;8.09
2.32;1011.01;303.97;7.06;421.15
4.89;1028.74;196.25;11.17;1219.16
4.66;1025.38;301.93;6.58;276.51
2.75;998.05;278.54;13.41;1725.92
4.12;1026.5;139.32;4.23;5.25
3.4;1027.73;278.92;7.94;470.98
5.77;1026.17;258.58;3.16;7.07
3.3;1007.19;308.85;11.75;1424.92
5.65;1013.83;205.55;10.06;898.49
2.42;1033.21;285.43;6.34;8.39
0.52;984.3;290.27;14.24;1983.31
3.43;1029.74;256.28;7.15;315.85
-0.02;999.99;323.6;12.14;1610.49
4.25;1002.19;316.27;13.4;1614.11
2.94;1029.91;266.22;5.56;126.82
4.63;1026.13;179.19;12.5;1635.59
7.37;1029.62;194.62;2.56;7.6
5.61;1016.17;208.09;10.77;1058.15
3.49;1027.96;160.87;9.09;628.77
3.44;1026.96;275.71;5.35;72.18
5.1;1028.3;239.05;5.69;7.21
4.82;1013.0;319.37;2.12;3.88
5.78;999.65;248.83;11.76;1301.99
3.59;1029.48;240.83;6.03;161.31
0.2;1032.81;326.62;5.19;50.29
7.59;1034.42;214.85;2.43;8.15
4.44;1027.78;221.86;7.4;346.6
4.75;1029.8;188.0;9.7;815.8
5.04;1008.55;262.3;6.72;3.53
4.37;1029.51;166.18;10.33;861.47
6.28;1018.3;178.52;11.42;1137.49
2.18;1029.72;305.7;4.65;6.58
2.86;1028.73;247.74;3.67;7.19
6.41;1021.52;308.61;15.26;1960.26
3.19;1030.18;310.87;8.89;659.78
3.24;1034.99;305.31;3.6;8.4
0.71;1032.0;339.66;6.82;238.39
2.67;1029.4;296.39;7.02;313.4
5.63;1034.83;158.67;3.14;8.18
4.55;1011.84;235.81;17.49;2016.31
-3.31;1031.04;355.21;5.73;158.15
3.27;981.01;268.02;16.8;2015.84
3.57;1029.81;272.07;6.04;8.32
5.2;1020.31;218.16;9.16;706.82
-4.72;1032.5;358.1;3.38;7.74
4.44;1026.33;203.46;8.55;591.67
4.41;1030.69;114.29;2.74;6.99
4.52;1023.68;241.21;9.61;792.59
5.74;1026.28;259.97;3.41;7.26
3.23;1027.62;274.4;6.25;181.39
2.65;1028.82;200.26;2.49;7.6
7.55;1034.57;223.91;3.33;8.22
2.59;1033.83;298.48;3.82;8.59
0.59;1015.64;140.05;6.48;3.51
4.24;1013.5;231.1;17.36;2019.87
5.41;1016.57;264.52;12.43;1556.29
