Temperature;Pressure;Theta;Velocity;Power
2.42;1009.69;161.73;4.25;3.7
5.74;1027.22;295.67;6.73;233.39
4.15;1027.61;290.34;8.13;562.6
5.96;1021.22;236.39;7.58;373.24
2.64;1034.51;292.61;4.07;8.54
2.07;1027.54;163.68;7.28;281.12
1.56;993.4;321.21;14.99;1944.61
3.86;1026.41;113.33;2.02;7.82
3.92;1026.08;224.12;11.82;1363.29
5.08;1019.44;227.54;17.55;2015.38
3.95;1014.95;232.01;17.42;2016.2
4.7;995.73;203.47;20.22;2027.78
1.55;985.8;297.26;14.78;1969.51
3.83;1009.8;262.1;10.36;1006.37
7.45;1028.36;176.73;9.78;780.95
2.56;1010.66;264.56;5.53;3.58
3.47;1033.89;204.48;5.55;113.45
-3.29;1031.99;246.63;2.03;8.17
4.51;1019.91;205.01;8.85;629.75
3.55;1010.78;296.98;10.1;965.77
4.79;1028.1;319.38;5.58;7.43
5.33;1030.18;201.97;4.86;7.0
4.21;1029.18;284.89;5.96;8.38
4.67;1011.07;235.18;17.5;2018.82
3.36;1012.88;280.72;10.81;1042.13
0.88;981.91;327.7;13.84;568.77
3.91;1026.48;127.51;4.12;7.13
3.46;1005.44;305.53;14.95;1975.01
4.96;998.44;258.98;17.26;2016.05
7.28;1016.53;197.07;17.1;2015.44
4.11;1029.63;169.13;9.69;785.14
4.26;1028.28;245.28;6.62;244.03
5.22;1010.38;259.38;8.39;555.16
2.22;1032.74;318.45;5.97;76.61
4.19;1022.48;218.25;5.36;3.8
4.32;1009.92;280.68;8.73;611.09
4.27;1028.99;216.59;3.9;7.2
4.23;1025.89;285.26;7.25;290.2
5.34;1007.66;205.05;14.41;1972.96
3.3;1007.03;311.99;11.52;1267.72
4.99;1030.04;181.96;7.99;433.6
3.98;1022.46;207.86;5.76;3.8
-0.45;1032.73;344.34;4.94;7.86
4.58;1013.2;303.95;1.57;3.93
3.93;1015.46;231.23;17.11;2019.01
4.65;1028.03;290.09;6.08;203.86
3.19;1029.35;163.83;8.14;465.24
4.8;1025.91;308.76;8.32;642.72
1.84;1029.91;321.98;4.68;20.02
5.13;1010.02;266.15;10.63;1110.29
5.51;1028.7;190.77;8.48;574.27
-0.25;1032.83;340.34;4.81;40.59
3.48;1030.99;289.01;5.8;8.25
5.07;1008.04;246.54;12.85;1622.08
4.86;1029.08;309.55;6.37;293.11
4.14;1026.05;141.5;6.14;160.21
6.21;1019.61;291.78;14.93;1916.2
3.44;1023.29;152.14;8.34;376.86
3.98;1023.17;213.73;14.06;1980.58
1.79;1029.86;289.42;3.93;7.38
3.08;980.68;291.83;13.02;1567.27
