Temperature;Pressure;Theta;Velocity;Power
7.26;1029.41;180.46;8.76;653.35
-1.83;1031.73;240.14;2.22;8.28
0.44;994.38;322.17;16.56;2002.14
7.57;1022.33;123.87;10.53;900.39
1.51;984.67;304.34;13.47;1846.71
4.47;1014.73;318.24;1.97;4.16
4.19;1023.72;198.6;6.29;153.12
3.3;1027.67;276.03;6.6;246.53
6.45;1017.01;204.86;10.9;1151.88
2.68;1029.03;188.99;3.99;7.71
5.09;1009.94;266.04;10.82;1171.22
3.19;1035.26;314.05;4.25;8.46
4.71;1009.78;238.48;9.06;669.18
1.16;984.06;291.86;15.16;1929.95
4.8;1025.91;308.76;8.32;642.72
2.52;981.15;304.64;14.14;1750.88
5.37;1028.69;240.31;4.9;44.68
5.28;1023.4;229.82;9.79;792.33
4.49;1025.19;213.38;13.28;1760.37
6.72;1014.89;287.14;14.97;1874.62
5.1;1009.53;250.19;12.38;1530.85
4.64;1026.15;178.37;12.45;1577.61
3.58;1025.28;131.97;6.61;194.51
3.61;1029.1;218.21;6.23;193.15
2.6;1027.46;165.35;7.44;338.8
5.11;1025.43;186.73;12.94;1628.58
1.4;1027.83;137.69;5.38;66.31
3.8;1029.19;296.19;5.82;124.95
1.89;1032.85;320.08;4.95;124.76
6.57;990.43;251.48;15.12;1995.2
7.67;1017.36;298.51;17.75;1466.81
5.88;998.27;270.91;18.56;2021.39
6.44;1025.86;291.66;5.38;108.56
4.09;1016.46;229.75;17.03;2015.91
6.39;1010.04;269.11;16.17;2010.64
4.77;1025.53;275.64;4.11;5.81
4.83;1028.5;188.94;9.86;892.91
2.73;1029.84;256.04;5.26;7.12
-4.37;1032.27;343.35;1.3;7.79
5.0;998.56;226.86;7.74;390.97
5.65;999.11;247.7;13.89;1870.25
6.13;1027.79;222.1;5.57;102.64
1.76;1033.09;304.91;6.7;274.47
3.57;1004.56;294.84;14.25;1952.22
5.61;1028.54;314.37;8.65;522.78
4.88;1029.93;189.81;7.32;6.24
4.37;1014.22;283.28;2.82;4.23
3.56;1035.14;319.85;5.32;8.36
4.17;1022.6;218.45;5.29;3.75
4.0;1022.74;218.93;4.75;3.74
8.49;1029.41;142.6;2.42;7.78
1.45;1027.83;139.25;5.6;78.17
5.11;1028.79;248.97;5.04;56.6
5.18;1029.74;175.72;8.94;619.77
3.24;1034.99;305.31;3.6;8.4
5.88;998.11;267.15;17.65;2021.19
3.9;1008.44;169.14;5.51;3.76
-1.9;996.57;335.85;16.72;2000.85
4.97;1020.72;226.96;16.66;2020.71
2.22;1033.86;116.72;2.42;8.21
6.15;1029.72;191.73;7.08;284.96
3.81;1027.96;294.89;6.49;265.35
3.39;1027.82;159.52;9.46;710.73
4.59;1024.61;219.58;13.43;1821.34
3.8;1028.93;246.56;6.78;257.13
3.94;1029.13;220.38;6.39;221.7
5.4;1014.25;271.8;16.31;2014.74
4.9;1015.03;259.86;14.97;2001.56
4.88;999.65;220.54;8.85;581.74
0.2;994.85;324.41;17.47;2017.64
3.93;1006.38;315.99;14.1;1781.3
6.27;1017.49;208.89;10.02;878.28
4.55;1023.7;237.47;9.36;733.42
-4.27;1032.35;338.01;1.4;8.09
2.63;1010.93;237.55;6.32;3.67
4.4;1027.9;209.8;5.18;7.17
1.79;1030.56;317.98;7.27;330.4
3.59;1028.89;281.84;7.7;380.09
5.25;1028.27;211.99;5.36;62.81
2.34;1029.47;308.48;7.12;368.93
6.03;1018.31;180.61;10.6;1007.31
4.26;1029.12;307.63;4.83;6.74
6.15;1023.53;301.8;12.95;1613.93
4.09;1013.97;231.41;18.05;2019.47
2.72;1033.8;296.6;4.38;8.71
7.81;1023.17;111.06;9.48;636.69
4.1;1023.45;188.01;5.24;85.91
-5.05;1001.78;334.32;0.96;7.73
4.38;1027.96;207.55;5.45;7.22
7.55;1034.57;223.91;3.33;8.22
4.89;1025.81;219.84;7.36;357.53
3.44;1005.26;308.45;14.63;1995.83
4.62;983.05;270.58;15.27;1991.66
5.35;997.88;244.85;9.25;694.53
1.8;1007.52;328.52;7.74;300.36
-0.2;1032.42;317.29;6.37;172.59
3.58;1032.56;357.69;6.23;191.17
4.09;1016.74;228.4;17.44;369.19
2.65;1010.88;258.79;6.17;3.65
7.97;1034.51;207.01;3.02;8.21
6.84;1015.53;209.81;17.85;2020.82
3.15;980.32;293.94;17.53;2007.11
6.14;1017.6;206.46;10.1;916.78
3.55;1029.54;181.55;5.86;113.08
6.46;1029.77;114.2;5.34;63.07
-0.56;1002.55;329.48;5.11;63.2
4.02;1032.13;335.58;2.85;8.11
5.59;1028.53;189.64;8.48;567.67
4.41;1007.36;165.2;6.78;3.74
3.25;980.33;262.55;18.65;2022.69
4.57;1025.31;266.6;6.02;156.88
4.07;1029.59;321.16;5.06;68.78
5.25;1028.14;178.3;8.22;499.41
