Temperature;Pressure;Theta;Velocity;Power
3.94;1029.37;280.89;6.29;8.34
4.35;1016.2;267.64;13.12;1774.09
5.53;1016.9;265.42;12.32;1549.97
3.55;1030.78;288.89;4.04;8.36
5.71;1024.75;307.16;11.16;1218.37
4.53;1028.53;239.58;5.93;149.84
4.07;1025.67;282.17;7.6;383.26
6.95;1027.98;316.06;6.69;174.67
2.76;999.98;251.69;19.4;1913.35
5.2;1025.23;305.54;8.73;687.1
4.6;1024.03;232.33;9.57;813.84
0.74;1028.38;179.2;4.76;8.13
3.2;1009.47;166.28;4.96;3.7
4.62;1026.16;288.63;6.52;314.39
4.19;998.68;194.58;18.43;2018.53
7.35;1028.6;181.72;10.72;976.05
5.39;1028.49;144.66;8.76;536.3
1.87;1032.7;327.14;5.4;8.76
-4.16;1032.23;289.57;1.4;8.27
2.8;980.73;259.68;17.34;2017.56
-0.51;998.3;328.99;14.05;1868.75
4.28;1019.96;203.2;7.72;413.74
-4.27;1032.35;338.01;1.4;8.09
-0.65;1031.99;255.04;0.61;8.22
5.94;1028.19;181.7;5.61;7.31
4.39;1012.75;233.56;18.07;2019.07
2.91;1033.88;193.31;6.56;225.52
-2.03;997.17;330.05;9.81;786.41
4.74;1029.81;189.3;9.41;727.91
6.4;1023.93;281.66;6.87;259.68
4.44;1026.33;203.46;8.55;591.67
5.52;998.03;244.71;10.31;960.73
4.58;1023.77;254.69;7.48;370.15
4.42;1027.59;222.8;5.0;40.6
6.55;1016.96;205.34;11.29;1188.08
1.3;1032.32;338.84;6.35;173.95
4.12;1025.31;224.18;12.75;1639.44
6.37;1015.03;211.34;18.25;1822.33
1.98;1030.07;312.08;8.41;567.99
5.58;1009.14;248.74;13.03;1718.89
2.35;981.14;303.65;19.03;1426.03
4.99;1008.55;261.35;6.56;3.62
4.43;1028.39;152.16;9.85;792.34
-2.16;997.08;333.7;12.51;1356.82
5.3;1023.35;227.08;9.76;802.88
4.28;1028.56;206.14;3.83;7.21
2.68;1029.14;199.4;4.14;7.75
5.6;1014.25;195.22;8.42;519.46
4.4;1025.23;211.82;13.13;1704.82
6.21;1019.06;291.53;15.5;1993.67
4.17;1022.6;218.45;5.29;3.75
4.2;1029.52;166.54;9.43;683.43
0.64;1000.75;321.01;9.7;630.92
3.6;1029.12;233.03;6.01;156.15
7.24;1028.09;168.57;9.42;675.76
4.2;1010.89;273.95;9.28;809.57
0.79;1004.83;351.35;6.8;332.55
3.63;1026.96;277.13;8.18;484.82
2.34;987.1;310.97;16.61;2017.32
3.31;1027.76;162.57;9.4;724.77
3.56;1029.01;263.01;6.26;177.67
4.17;999.15;194.79;18.04;2021.5
1.82;1007.35;310.78;9.63;351.03
3.26;980.55;272.31;17.96;2018.6
4.38;1013.33;287.59;2.39;3.96
3.83;1007.98;270.68;6.51;3.42
4.62;1023.39;238.35;10.22;938.18
5.71;1019.62;216.93;8.58;557.0
2.7;1009.63;166.1;5.04;3.71
4.87;1023.67;234.37;9.39;752.02
6.43;1021.45;129.27;8.8;544.09
4.97;998.68;228.3;7.55;362.7
4.46;1009.75;290.5;9.27;703.13
2.59;1032.31;287.14;8.03;555.1
-4.0;1000.77;218.22;1.46;7.73
4.32;1010.03;284.58;9.54;815.26
