Temperature;Pressure;Theta;Velocity;Power
2.83;1029.25;295.04;7.33;305.31
3.48;1029.63;256.68;7.56;377.56
4.91;1025.31;305.15;6.83;375.13
2.56;980.99;298.87;14.81;1923.57
4.06;1016.14;231.12;17.28;2021.96
2.72;1027.58;155.76;9.1;623.17
3.75;1008.16;220.6;12.15;1454.34
0.72;1028.13;164.83;5.03;7.94
6.39;1023.64;274.84;7.33;354.48
3.58;1035.14;315.1;4.35;8.37
5.54;1020.48;211.37;10.06;888.8
0.26;999.62;346.42;6.53;162.46
4.3;1023.38;224.13;6.12;3.75
4.6;1023.43;238.39;10.09;909.78
7.56;1022.76;116.65;9.61;663.86
-3.35;1032.14;256.49;1.68;8.11
5.09;1030.15;176.16;8.79;593.69
4.79;1020.89;223.58;16.35;2013.78
1.81;1032.97;301.71;5.49;140.74
2.51;1027.48;164.92;8.3;492.24
5.46;1012.88;286.42;15.67;1978.13
1.16;984.06;291.86;15.16;1929.95
3.1;1032.23;170.65;8.09;443.27
6.16;1019.17;203.97;9.31;742.93
2.52;1009.62;204.85;5.02;3.69
2.05;1023.54;139.72;7.48;343.32
5.77;1026.17;258.58;3.16;7.07
1.15;1028.8;192.22;3.31;8.02
4.28;1024.17;211.24;6.31;211.99
2.66;1010.28;271.92;5.63;3.68
3.37;1027.05;276.11;4.98;35.81
-3.77;1000.07;129.22;0.43;7.76
6.1;1016.74;205.01;10.38;985.64
6.6;989.34;251.0;14.63;1952.74
4.1;1030.79;108.43;3.73;7.16
4.12;1028.32;154.81;10.06;803.97
4.89;1024.52;216.01;7.75;406.61
5.52;1019.42;203.54;9.18;693.08
4.01;1029.33;280.11;6.16;8.39
5.2;1030.42;200.26;4.19;7.09
5.83;999.81;246.6;11.64;1280.62
5.98;992.45;235.7;16.79;2013.31
5.73;1029.4;179.35;7.8;416.65
7.43;1021.97;123.44;10.91;1173.33
2.32;1028.36;140.08;4.88;42.52
4.4;1028.15;242.57;7.35;337.18
4.76;1007.26;226.49;10.41;967.36
2.78;1029.07;190.14;3.9;7.77
6.48;1025.09;288.88;6.57;215.66
6.06;1018.34;193.11;11.14;1143.36
5.33;1020.01;217.86;9.58;776.31
6.18;1019.79;297.27;6.63;3.85
3.94;1027.74;278.61;6.91;8.6
3.0;1010.84;322.28;6.61;3.85
1.46;1032.34;337.77;6.07;181.1
2.07;1027.54;163.68;7.28;281.12
8.65;1026.15;170.0;4.81;7.17
3.9;1032.3;351.65;4.96;7.86
2.45;1033.12;285.78;5.35;8.23
5.45;1025.84;263.54;4.31;7.02
4.55;1023.7;237.47;9.36;733.42
4.11;1026.43;153.66;5.06;7.47
5.22;1023.43;229.27;9.28;729.26
5.0;999.1;228.45;8.51;520.67
3.38;1027.28;261.63;3.35;7.36
4.1;1025.26;216.36;7.22;339.76
1.96;980.32;289.14;13.0;1566.2
5.79;1008.67;244.11;17.89;2017.75
4.6;1026.13;225.89;7.08;315.05
5.11;1028.77;245.22;6.07;172.88
3.25;980.55;296.22;11.95;1589.57
4.53;1011.61;280.17;13.16;1403.55
5.12;1026.32;209.13;4.87;7.45
2.71;1010.88;232.68;5.35;3.72
4.74;1009.84;282.53;8.88;578.36
4.63;1023.44;235.09;9.66;792.29
4.19;1025.87;144.61;6.99;265.39
3.74;1009.54;226.92;10.63;1032.88
4.22;1027.95;294.56;6.86;271.91
3.93;1006.38;315.99;14.1;1781.3
4.86;1025.65;229.52;6.28;218.51
3.61;1029.3;240.86;5.91;160.91
5.13;1027.01;291.34;8.13;490.18
0.69;1000.48;321.22;14.65;1863.35
2.7;1006.89;306.93;10.54;1029.14
5.35;1011.76;318.56;5.71;3.71
3.67;1026.2;263.8;8.11;484.14
5.16;1023.94;188.59;7.52;386.77
3.55;1030.01;203.83;4.04;6.87
7.6;1022.48;120.53;10.33;834.5
3.19;1030.18;310.87;8.89;659.78
5.02;1027.8;293.92;6.91;286.64
5.87;1020.02;217.27;7.43;337.02
4.46;1028.24;289.26;5.98;189.12
3.43;1009.85;265.19;11.32;772.66
5.32;1028.23;231.96;3.98;7.35
5.02;1023.55;168.74;8.05;403.19
0.81;1016.15;142.58;6.66;3.64
4.59;1025.87;179.72;12.01;1427.13
3.17;1004.08;296.61;12.3;1588.73
5.42;993.18;219.77;18.07;2016.54
4.22;1010.14;269.83;11.28;1186.6
1.55;1027.75;145.28;5.82;112.69
4.94;1015.06;298.63;4.1;4.2
