Temperature;Pressure;Theta;Velocity;Power
3.19;1013.08;288.38;15.5;1667.37
6.24;1008.46;258.55;16.33;2015.18
3.78;1026.51;266.15;6.18;8.39
4.5;1012.21;235.81;17.38;2014.95
5.18;1009.73;237.45;17.98;1590.56
-3.38;998.83;135.88;4.05;7.67
2.65;1010.88;258.79;6.17;3.65
2.73;1032.43;348.87;7.12;263.02
2.35;987.33;316.13;14.47;729.44
6.22;992.62;244.59;16.26;2014.18
2.81;1010.71;249.61;6.69;3.67
5.51;1015.26;277.68;14.02;1916.98
5.5;985.49;250.09;16.14;2014.11
2.28;1032.83;285.6;6.59;271.82
5.3;999.06;252.54;14.68;1995.76
0.15;1003.93;336.08;5.63;62.24
3.19;1029.35;163.83;8.14;465.24
4.4;1028.41;248.88;5.44;98.56
1.2;1032.26;342.11;6.19;178.61
6.06;1013.33;212.85;10.97;1158.49
-2.14;1001.96;282.12;8.97;614.62
5.29;1035.19;171.09;2.68;8.24
3.16;1029.37;270.77;7.13;320.13
5.43;1015.8;273.08;13.36;1811.07
5.88;1029.37;182.71;8.15;455.09
4.5;1027.76;229.13;7.21;335.67
4.38;1030.51;117.98;3.86;7.02
4.4;1025.23;211.82;13.13;1704.82
3.26;1035.13;307.65;3.11;8.6
5.4;1015.07;305.25;4.38;4.2
4.88;1012.75;328.82;2.83;3.81
5.29;1028.29;218.25;5.1;7.17
4.13;1023.08;220.95;6.31;3.72
4.27;1002.66;309.5;10.51;878.85
1.91;1029.49;278.23;4.14;6.7
4.31;1026.31;213.13;9.11;659.53
5.07;1019.79;199.27;8.68;586.86
3.81;1028.3;287.39;6.66;268.61
4.32;1027.53;247.98;6.25;199.56
2.61;1032.57;270.71;4.78;8.33
5.78;1021.68;296.63;11.56;1183.58
5.22;993.38;214.27;18.63;2019.69
4.56;1028.5;225.01;4.4;7.23
4.08;1008.14;164.56;6.17;3.71
1.86;1029.5;278.03;4.17;7.3
2.74;1003.95;314.39;11.69;1457.15
2.54;1033.16;270.09;5.54;8.46
2.7;980.76;274.4;14.41;1965.37
5.7;1034.29;277.67;4.5;14.09
6.71;989.65;252.6;15.04;1996.03
3.11;1029.44;177.3;5.92;125.71
1.52;1011.63;295.73;8.84;650.86
-4.55;1002.24;272.81;3.32;7.55
4.29;1022.11;217.66;15.13;2007.32
5.35;1028.12;136.98;5.72;115.32
3.58;1025.28;131.97;6.61;194.51
4.0;1008.35;166.59;5.54;3.72
5.66;1012.24;209.92;15.06;2004.91
5.33;998.14;245.35;9.38;720.22
4.69;1023.82;234.26;9.95;871.34
2.54;1031.84;169.82;7.97;436.58
7.34;1028.27;326.66;6.3;141.68
2.29;1032.52;269.32;6.51;8.37
1.77;1033.02;300.03;5.68;168.63
4.07;1030.51;184.71;10.65;1053.06
5.77;993.77;229.58;17.49;2020.69
5.88;998.27;270.91;18.56;2021.39
4.94;1018.78;226.4;18.06;2022.23
4.12;1029.65;202.51;4.81;6.93
6.21;1019.61;291.78;14.93;1916.2
4.0;1030.94;116.81;5.08;18.84
2.07;1032.94;314.5;5.63;108.26
3.55;1006.91;316.0;13.17;1670.06
5.46;1008.16;191.04;12.63;1519.27
3.64;1027.12;274.83;7.52;398.83
3.61;1029.15;223.73;6.52;214.08
3.72;1029.34;237.82;6.98;300.4
6.57;1018.74;156.86;10.92;1046.54
4.65;1018.6;228.09;18.24;2022.38
3.3;980.47;288.13;14.65;1961.89
4.97;1020.72;226.96;16.66;2020.71
7.65;1015.0;297.47;18.07;2018.01
4.2;1029.05;240.54;6.54;242.67
1.81;1032.97;301.71;5.49;140.74
7.35;1029.35;183.19;9.01;680.61
1.82;1007.35;310.78;9.63;351.03
3.98;1026.21;108.45;1.08;7.66
3.89;1027.06;234.53;5.89;153.74
4.6;996.27;204.55;19.92;2025.08
3.28;1028.95;275.71;6.85;265.79
5.62;1019.51;220.16;8.3;484.69
2.96;1029.17;255.27;3.91;7.8
4.56;1024.78;224.3;6.5;223.09
5.33;1028.94;186.27;9.17;681.64
4.65;1024.0;234.32;9.38;759.87
3.58;1006.74;314.36;12.69;1760.36
6.48;1017.86;288.53;13.27;1808.8
2.64;1034.6;317.82;3.01;8.56
8.49;1029.41;142.6;2.42;7.78
4.79;1009.67;237.56;9.74;794.71
3.77;1032.64;354.37;6.7;182.85
2.44;1034.07;288.3;3.66;8.69
4.85;1023.65;231.7;9.42;780.78
5.19;1019.71;199.04;9.11;660.43
